lr-Adam,step,loss_train_step,pos_train_step,cell_train_step,atomic_numbers_train_step,epoch,loss_val,pos_val,cell_val,atomic_numbers_val,loss_train_epoch,pos_train_epoch,cell_train_epoch,atomic_numbers_train_epoch,,,loss_train,loss_val
,27999,0.46228385,3.227778673,0.027729651,0.111776352,181,,,,,,,,,,,,
,28027,,,,,181,0.402992845,2.89492774,0.009352284,0.104147695,,,,,,,,
,28027,,,,,181,,,,,0.455818802,3.337327003,0.011748308,0.110337853,,,,
6.00E-05,28049,,,,,,,,,,,,,,,,,
,28049,0.602961659,4.576159954,0.016291056,0.129054621,182,,,,,,,,,,,,
6.00E-05,28099,,,,,,,,,,,,,,,,,
,28099,0.295221508,2.211751699,0.007434016,0.066612303,182,,,,,,,,,,,,
6.00E-05,28149,,,,,,,,,,,,,,,,,
,28149,0.665470004,5.199102402,0.022586912,0.122972824,182,,,,,,,,,,,,
,28181,,,,,182,0.42255187,3.012321472,0.011081933,0.110237747,,,,,,,,
,28181,,,,,182,,,,,0.440144509,3.179718494,0.012592418,0.109580033,,,,
6.00E-05,28199,,,,,,,,,,,,,,,,,
,28199,0.338275582,2.038693666,0.007060749,0.127345473,183,,,,,,,,,,,,
6.00E-05,28249,,,,,,,,,,,,,,,,,
,28249,0.576010406,4.215555668,0.007613301,0.146841511,183,,,,,,,,,,,,
6.00E-05,28299,,,,,,,,,,,,,,,,,
,28299,0.810088396,6.372156143,0.021131331,0.15174149,183,,,,,,,,,,,,
,28335,,,,,183,0.404272169,2.906191826,0.007969171,0.105683796,,,,,,,,
,28335,,,,,183,,,,,0.464729309,3.385366678,0.012738823,0.11345382,,,,
6.00E-05,28349,,,,,,,,,,,,,,,,,
,28349,0.506759048,3.726713419,0.012091972,0.121995799,184,,,,,,,,,,,,
6.00E-05,28399,,,,,,,,,,,,,,,,,
,28399,0.378436804,2.675110579,0.007628212,0.103297524,184,,,,,,,,,,,,
6.00E-05,28449,,,,,,,,,,,,,,,,,
,28449,0.509509325,3.911014318,0.011189329,0.107218564,184,,,,,,,,,,,,
,28489,,,,,184,0.405422568,2.866311073,0.009977145,0.108814366,,,,,,,,
,28489,,,,,184,,,,,0.448706448,3.262394428,0.011038781,0.111428328,,,,
6.00E-05,28499,,,,,,,,,,,,,,,,,
,28499,0.513174236,4.193037987,0.011501756,0.082368687,185,,,,,,,,,,,,
6.00E-05,28549,,,,,,,,,,,,,,,,,
,28549,0.32183221,2.58505559,0.008358307,0.05496832,185,,,,,,,,,,,,
6.00E-05,28599,,,,,,,,,,,,,,,,,
,28599,0.411650926,2.785880566,0.017375555,0.115687273,185,,,,,,,,,,,,
,28643,,,,,185,0.409539223,2.934713602,0.009130748,0.106937073,,,,,,,,
,28643,,,,,185,,,,,0.449153215,3.248690367,0.011934401,0.112349875,,,,
6.00E-05,28649,,,,,,,,,,,,,,,,,
,28649,0.504122972,3.887436628,0.006677909,0.108701453,186,,,,,,,,,,,,
6.00E-05,28699,,,,,,,,,,,,,,,,,
,28699,0.388707638,2.320519924,0.026937174,0.129718482,186,,,,,,,,,,,,
6.00E-05,28749,,,,,,,,,,,,,,,,,
,28749,0.527417898,3.991872311,0.004682269,0.123548426,186,,,,,,,,,,,,
,28797,,,,,186,0.415437907,2.966986656,0.011649407,0.107089713,,,,,,,,
,28797,,,,,186,,,,,0.451475263,3.296603441,0.012790379,0.109024659,,,,
6.00E-05,28799,,,,,,,,,,,,,,,,,
,28799,0.488020003,3.444842339,0.011464141,0.132071614,187,,,,,,,,,,,,
6.00E-05,28849,,,,,,,,,,,,,,,,,
,28849,0.348046958,2.444637537,0.002947087,0.100636132,187,,,,,,,,,,,,
6.00E-05,28899,,,,,,,,,,,,,,,,,
,28899,0.382862091,2.914196491,0.005350199,0.086092204,187,,,,,,,,,,,,
6.00E-05,28949,,,,,,,,,,,,,,,,,
,28949,0.490110278,3.662149429,0.004655251,0.119240075,187,,,,,,,,,,,,
,28951,,,,,187,0.395628512,2.78709197,0.010594176,0.106325209,,,,,,,,
,28951,,,,,187,,,,,0.453103006,3.274729252,0.010709325,0.114920728,,,,
6.00E-05,28999,,,,,,,,,,,,,,,,,
,28999,0.318982542,2.220438004,0.003473199,0.093465507,188,,,,,,,,,,,,
6.00E-05,29049,,,,,,,,,,,,,,,,,
,29049,0.447079957,2.917408943,0.006769218,0.148569822,188,,,,,,,,,,,,
6.00E-05,29099,,,,,,,,,,,,,,,,,
,29099,0.383016646,2.516012192,0.008894837,0.122520603,188,,,,,,,,,,,,
,29105,,,,,188,0.409265846,2.895301104,0.009488886,0.110246852,,,,,,,,
,29105,,,,,188,,,,,0.450485438,3.216954231,0.013841624,0.114948332,,,,
6.00E-05,29149,,,,,,,,,,,,,,,,,
,29149,0.393060982,2.592226505,0.018800512,0.115037799,189,,,,,,,,,,,,
6.00E-05,29199,,,,,,,,,,,,,,,,,
,29199,0.414720654,2.639429331,0.016240368,0.134537324,189,,,,,,,,,,,,
6.00E-05,29249,,,,,,,,,,,,,,,,,
,29249,0.55551219,3.903334141,0.008114649,0.15706417,189,,,,,,,,,,,,
,29259,,,,,189,0.426889211,3.027538776,0.013192243,0.110943079,,,,,,,,
,29259,,,,,189,,,,,0.458920479,3.333042622,0.010711367,0.114904732,,,,
6.00E-05,29299,,,,,,,,,,,,,,,,,
,29299,0.373342276,2.71813488,0.003079093,0.0984497,190,,,,,,,,,,,,
6.00E-05,29349,,,,,,,,,,,,,,,,,
,29349,1.042259336,8.54294014,0.019036844,0.168928385,190,,,,,,,,,,,,
6.00E-05,29399,,,,,,,,,,,,,,,,,
,29399,0.413164079,3.151165962,0.005771427,0.092276067,190,,,,,,,,,,,,
,29413,,,,,190,0.416297227,2.961870432,0.011471811,0.108638376,,,,,,,,
,29413,,,,,190,,,,,0.455940008,3.323084354,0.012004801,0.111626759,,,,
6.00E-05,29449,,,,,,,,,,,,,,,,,
,29449,0.435851276,3.256362438,0.008396272,0.10181877,191,,,,,,,,,,,,
6.00E-05,29499,,,,,,,,,,,,,,,,,
,29499,0.454630047,3.276966333,0.023596875,0.103336528,191,,,,,,,,,,,,
6.00E-05,29549,,,,,,,,,,,,,,,,,
,29549,0.386252254,2.955332041,0.002111619,0.088607416,191,,,,,,,,,,,,
,29567,,,,,191,0.422955275,2.994952202,0.014970573,0.108489454,,,,,,,,
,29567,,,,,191,,,,,0.435061365,3.170794487,0.011109398,0.106872484,,,,
6.00E-05,29599,,,,,,,,,,,,,,,,,
,29599,0.384249628,2.122226477,0.002582902,0.169444099,192,,,,,,,,,,,,
6.00E-05,29649,,,,,,,,,,,,,,,,,
,29649,0.429687262,2.776022434,0.01672522,0.135359779,192,,,,,,,,,,,,
6.00E-05,29699,,,,,,,,,,,,,,,,,
,29699,0.241465881,1.243969202,0.00299538,0.114073589,192,,,,,,,,,,,,
,29721,,,,,192,0.404732615,2.878960609,0.010148339,0.106688216,,,,,,,,
,29721,,,,,192,,,,,0.447759718,3.244790554,0.012158083,0.111122571,,,,
6.00E-05,29749,,,,,,,,,,,,,,,,,
,29749,0.295372605,1.571506739,0.005796197,0.132425755,193,,,,,,,,,,,,
6.00E-05,29799,,,,,,,,,,,,,,,,,
,29799,0.863625646,7.539897442,0.009293636,0.100342244,193,,,,,,,,,,,,
6.00E-05,29849,,,,,,,,,,,,,,,,,
,29849,0.588342667,4.566979885,0.005058314,0.126586348,193,,,,,,,,,,,,
,29875,,,,,193,0.416697323,2.95714879,0.008352824,0.112629652,,,,,,,,
,29875,,,,,193,,,,,0.454577297,3.277981758,0.013551331,0.113227569,,,,
6.00E-05,29899,,,,,,,,,,,,,,,,,
,29899,0.294983923,2.173236847,0.005385829,0.072274402,194,,,,,,,,,,,,
6.00E-05,29949,,,,,,,,,,,,,,,,,
,29949,0.778633773,6.53129673,0.043281265,0.082222849,194,,,,,,,,,,,,
6.00E-05,29999,,,,,,,,,,,,,,,,,
,29999,0.802147985,6.569796085,0.035490751,0.109677583,194,,,,,,,,,,,,
,30029,,,,,194,0.417748183,2.923506498,0.013464299,0.111933269,,,,,,,,
,30029,,,,,194,,,,,0.442129761,3.175647974,0.012076746,0.112488165,,,,
6.00E-05,30049,,,,,,,,,,,,,,,,,
,30049,0.386914343,2.804694653,0.007732153,0.098712757,195,,,,,,,,,,,,
6.00E-05,30099,,,,,,,,,,,,,,,,,
,30099,0.320435435,2.040435314,0.004752557,0.111639336,195,,,,,,,,,,,,
6.00E-05,30149,,,,,,,,,,,,,,,,,
,30149,0.604304969,3.744476795,0.009223469,0.220633775,195,,,,,,,,,,,,
,30183,,,,,195,0.419176906,2.907715797,0.012065823,0.116339631,,,,,,,,
,30183,,,,,195,,,,,0.459475994,3.295761824,0.012075579,0.117824286,,,,
6.00E-05,30199,,,,,,,,,,,,,,,,,
,30199,0.348534256,2.614469528,0.010673611,0.076413684,196,,,,,,,,,,,,
6.00E-05,30249,,,,,,,,,,,,,,,,,
,30249,0.26618731,1.612373829,0.00748931,0.097460598,196,,,,,,,,,,,,
6.00E-05,30299,,,,,,,,,,,,,,,,,
,30299,0.530757785,3.819769859,0.021387037,0.127393842,196,,,,,,,,,,,,
,30337,,,,,196,0.401220441,2.784755707,0.009070115,0.113674678,,,,,,,,
,30337,,,,,196,,,,,0.437211782,3.122821093,0.01208883,0.112840809,,,,
6.00E-05,30349,,,,,,,,,,,,,,,,,
,30349,0.370431989,2.888792038,0.007979178,0.073573604,197,,,,,,,,,,,,
6.00E-05,30399,,,,,,,,,,,,,,,,,
,30399,0.46320492,3.454418659,0.014222967,0.10354007,197,,,,,,,,,,,,
6.00E-05,30449,,,,,,,,,,,,,,,,,
,30449,0.396270692,2.397604465,0.008237845,0.14827238,197,,,,,,,,,,,,
,30491,,,,,197,0.418575585,2.966056108,0.010910108,0.111060001,,,,,,,,
,30491,,,,,197,,,,,0.451102078,3.284808874,0.011052404,0.111568719,,,,
6.00E-05,30499,,,,,,,,,,,,,,,,,
,30499,0.474669993,3.734776974,0.008896215,0.092296049,198,,,,,,,,,,,,
6.00E-05,30549,,,,,,,,,,,,,,,,,
,30549,0.558440328,4.324800491,0.011828864,0.114131436,198,,,,,,,,,,,,
6.00E-05,30599,,,,,,,,,,,,,,,,,
,30599,0.702698171,5.632135391,0.028736833,0.110747784,198,,,,,,,,,,,,
,30645,,,,,198,0.40348658,2.899993181,0.008750184,0.104736991,,,,,,,,
,30645,,,,,198,,,,,0.462887198,3.34948802,0.013423485,0.114514865,,,,
6.00E-05,30649,,,,,,,,,,,,,,,,,
,30649,0.555968642,4.112521648,0.015159348,0.129557163,199,,,,,,,,,,,,
6.00E-05,30699,,,,,,,,,,,,,,,,,
,30699,0.562609076,2.854268312,0.018868996,0.258313268,199,,,,,,,,,,,,
6.00E-05,30749,,,,,,,,,,,,,,,,,
,30749,0.407599747,2.924394608,0.01348839,0.101671912,199,,,,,,,,,,,,
6.00E-05,30799,,,,,,,,,,,,,,,,,
,30799,0.230680466,1.770813942,0.007330985,0.046268094,199,,,,,,,,,,,,
,30799,,,,,199,0.410453141,2.832644224,0.014330964,0.112857752,,,,,,,,
,30799,,,,,199,,,,,0.44752115,3.205022097,0.011976217,0.115042701,,,,
