lr-Adam,step,loss_train_step,pos_train_step,cell_train_step,atomic_numbers_train_step,epoch,loss_val,pos_val,cell_val,atomic_numbers_val,loss_train_epoch,pos_train_epoch,cell_train_epoch,atomic_numbers_train_epoch,,,loss_train,loss_val
0.0001,13349,,,,,,,,,,,,,,,,,
,13349,0.649822116,5.142393112,0.013183814,0.122398987,86,,,,,,,,,,,,
,13397,,,,,86,0.415174097,2.99392271,0.011936034,0.10384579,,,,,,,,
,13397,,,,,86,,,,,0.461620033,3.294852257,0.011995639,0.120139144,,,,
0.0001,13399,,,,,,,,,,,,,,,,,
,13399,0.382513195,2.709629297,0.00706291,0.10448733,87,,,,,,,,,,,,
0.0001,13449,,,,,,,,,,,,,,,,,
,13449,0.343459964,2.34405756,0.019571105,0.089483105,87,,,,,,,,,,,,
0.0001,13499,,,,,,,,,,,,,,,,,
,13499,0.626408219,5.003334999,0.017305981,0.108768761,87,,,,,,,,,,,,
0.0001,13549,,,,,,,,,,,,,,,,,
,13549,0.393670529,2.871576786,0.01056611,0.095946744,87,,,,,,,,,,,,
,13551,,,,,87,0.420298249,2.937623262,0.015974909,0.110560969,,,,,,,,
,13551,,,,,87,,,,,0.44876489,3.242419243,0.012513846,0.112009138,,,,
0.0001,13599,,,,,,,,,,,,,,,,,
,13599,0.527343869,4.280467033,0.01103669,0.088260531,88,,,,,,,,,,,,
0.0001,13649,,,,,,,,,,,,,,,,,
,13649,0.364257813,2.781812191,0.005174718,0.080901846,88,,,,,,,,,,,,
0.0001,13699,,,,,,,,,,,,,,,,,
,13699,0.348984569,2.541257858,0.008368754,0.086490005,88,,,,,,,,,,,,
,13705,,,,,88,0.416589797,2.867394447,0.010324826,0.119525529,,,,,,,,
,13705,,,,,88,,,,,0.461874008,3.330900431,0.013419962,0.115364082,,,,
0.0001,13749,,,,,,,,,,,,,,,,,
,13749,0.428689688,2.887903214,0.010050361,0.129848972,89,,,,,,,,,,,,
0.0001,13799,,,,,,,,,,,,,,,,,
,13799,0.536106467,4.15601635,0.009828177,0.110676669,89,,,,,,,,,,,,
0.0001,13849,,,,,,,,,,,,,,,,,
,13849,0.45843643,2.937945604,0.01191376,0.152728081,89,,,,,,,,,,,,
,13859,,,,,89,0.394316852,2.77100873,0.010231295,0.106984705,,,,,,,,
,13859,,,,,89,,,,,0.45440805,3.266803503,0.013058795,0.114669047,,,,
0.0001,13899,,,,,,,,,,,,,,,,,
,13899,0.33542949,2.597505331,0.00820381,0.067475155,90,,,,,,,,,,,,
0.0001,13949,,,,,,,,,,,,,,,,,
,13949,0.436852157,2.552685976,0.038661882,0.142921656,90,,,,,,,,,,,,
0.0001,13999,,,,,,,,,,,,,,,,,
,13999,0.48064062,3.66172719,0.012863413,0.101604491,90,,,,,,,,,,,,
,14013,,,,,90,0.416953236,2.917338133,0.010263303,0.114956088,,,,,,,,
,14013,,,,,90,,,,,0.448659718,3.204349279,0.01108891,0.117135845,,,,
0.0001,14049,,,,,,,,,,,,,,,,,
,14049,0.349887908,2.15612793,0.04440257,0.089872539,91,,,,,,,,,,,,
0.0001,14099,,,,,,,,,,,,,,,,,
,14099,0.521687031,3.69462204,0.022381021,0.129843801,91,,,,,,,,,,,,
0.0001,14149,,,,,,,,,,,,,,,,,
,14149,0.416542023,2.90908289,0.007583226,0.118050516,91,,,,,,,,,,,,
,14167,,,,,91,0.398350596,2.746776104,0.011484191,0.112188756,,,,,,,,
,14167,,,,,91,,,,,0.461495191,3.325209141,0.012952684,0.116021685,,,,
0.0001,14199,,,,,,,,,,,,,,,,,
,14199,0.387475848,2.483567238,0.004302115,0.134817004,92,,,,,,,,,,,,
0.0001,14249,,,,,,,,,,,,,,,,,
,14249,0.418785393,2.917889595,0.004522852,0.122473538,92,,,,,,,,,,,,
0.0001,14299,,,,,,,,,,,,,,,,,
,14299,0.497300267,3.191597462,0.010928641,0.16721186,92,,,,,,,,,,,,
,14321,,,,,92,0.409029335,2.831541061,0.010534137,0.115341209,,,,,,,,
,14321,,,,,92,,,,,0.45834285,3.29536438,0.012032422,0.116773777,,,,
0.0001,14349,,,,,,,,,,,,,,,,,
,14349,0.384573519,2.976777077,0.005997453,0.080898374,93,,,,,,,,,,,,
0.0001,14399,,,,,,,,,,,,,,,,,
,14399,0.421074122,2.76475811,0.005726513,0.138871789,93,,,,,,,,,,,,
0.0001,14449,,,,,,,,,,,,,,,,,
,14449,0.578023076,4.719902039,0.004986661,0.10104619,93,,,,,,,,,,,,
,14475,,,,,93,0.407544732,2.82897687,0.01189914,0.112747975,,,,,,,,
,14475,,,,,93,,,,,0.457781225,3.324446678,0.011911673,0.1134248,,,,
0.0001,14499,,,,,,,,,,,,,,,,,
,14499,0.390600115,2.197319031,0.04615042,0.124717802,94,,,,,,,,,,,,
0.0001,14549,,,,,,,,,,,,,,,,,
,14549,0.486712575,3.797111988,0.00717346,0.099827945,94,,,,,,,,,,,,
0.0001,14599,,,,,,,,,,,,,,,,,
,14599,0.55110538,4.244999409,0.007719226,0.118886188,94,,,,,,,,,,,,
,14629,,,,,94,0.393601358,2.737841845,0.009326233,0.110490993,,,,,,,,
,14629,,,,,94,,,,,0.461904407,3.345251083,0.011948482,0.115430892,,,,
0.0001,14649,,,,,,,,,,,,,,,,,
,14649,0.27063477,1.523483038,0.005337542,0.112948924,95,,,,,,,,,,,,
0.0001,14699,,,,,,,,,,,,,,,,,
,14699,0.373530954,2.582015514,0.007065343,0.108264074,95,,,,,,,,,,,,
0.0001,14749,,,,,,,,,,,,,,,,,
,14749,0.495069832,3.954902887,0.005654213,0.093925357,95,,,,,,,,,,,,
,14783,,,,,95,0.412859201,2.902926683,0.010526134,0.112040319,,,,,,,,
,14783,,,,,95,,,,,0.464916199,3.379205465,0.011219315,0.11577633,,,,
0.0001,14799,,,,,,,,,,,,,,,,,
,14799,0.453793406,2.886862755,0.005278883,0.159828186,96,,,,,,,,,,,,
0.0001,14849,,,,,,,,,,,,,,,,,
,14849,0.354934216,2.250275373,0.020650543,0.109256133,96,,,,,,,,,,,,
0.0001,14899,,,,,,,,,,,,,,,,,
,14899,0.398899794,2.974238396,0.014663177,0.086812742,96,,,,,,,,,,,,
,14937,,,,,96,0.415880144,2.971310616,0.009862516,0.108886555,,,,,,,,
,14937,,,,,96,,,,,0.467878461,3.42429471,0.013429429,0.112019651,,,,
0.0001,14949,,,,,,,,,,,,,,,,,
,14949,0.330083042,2.526198387,0.012154729,0.065308459,97,,,,,,,,,,,,
0.0001,14999,,,,,,,,,,,,,,,,,
,14999,0.41942203,2.986730099,0.005858814,0.114890188,97,,,,,,,,,,,,
0.0001,15049,,,,,,,,,,,,,,,,,
,15049,0.437031657,2.793731213,0.030295007,0.127363533,97,,,,,,,,,,,,
,15091,,,,,97,0.417038172,3.021606922,0.012866186,0.102011256,,,,,,,,
,15091,,,,,97,,,,,0.458170563,3.29470253,0.011623556,0.117076434,,,,
0.0001,15099,,,,,,,,,,,,,,,,,
,15099,0.374575734,2.517503262,0.007178716,0.115646698,98,,,,,,,,,,,,
0.0001,15149,,,,,,,,,,,,,,,,,
,15149,0.332852602,2.296248913,0.008681837,0.094545856,98,,,,,,,,,,,,
0.0001,15199,,,,,,,,,,,,,,,,,
,15199,0.388967723,2.679990053,0.004948764,0.116019942,98,,,,,,,,,,,,
,15245,,,,,98,0.39317143,2.709568977,0.012443721,0.109770782,,,,,,,,
,15245,,,,,98,,,,,0.452085853,3.256358385,0.0121112,0.114338771,,,,
0.0001,15249,,,,,,,,,,,,,,,,,
,15249,0.388388515,2.779140234,0.003233609,0.107240885,99,,,,,,,,,,,,
0.0001,15299,,,,,,,,,,,,,,,,,
,15299,0.331263244,2.073518515,0.004417108,0.119494304,99,,,,,,,,,,,,
0.0001,15349,,,,,,,,,,,,,,,,,
,15349,0.507234454,4.078311443,0.004174044,0.095229268,99,,,,,,,,,,,,
0.0001,15399,,,,,,,,,,,,,,,,,
,15399,0.338378996,2.894560814,0.001595373,0.047327507,99,,,,,,,,,,,,
,15399,,,,,99,0.403356284,2.868418217,0.009028872,0.107485548,,,,,,,,
,15399,,,,,99,,,,,0.466050923,3.388661861,0.01209246,0.11509227,,,,
0.0001,15449,,,,,,,,,,,,,,,,,
,15449,0.613795638,4.982642174,0.010121054,0.105410323,100,,,,,,,,,,,,
0.0001,15499,,,,,,,,,,,,,,,,,
,15499,0.515098691,3.711237907,0.019691873,0.124283008,100,,,,,,,,,,,,
0.0001,15549,,,,,,,,,,,,,,,,,
,15549,0.342320085,2.535887718,0.005411505,0.083319768,100,,,,,,,,,,,,
,15553,,,,,100,0.412089109,2.943329573,0.009256576,0.108499587,,,,,,,,
,15553,,,,,100,,,,,0.456285536,3.306622028,0.012360693,0.113262631,,,,
0.0001,15599,,,,,,,,,,,,,,,,,
,15599,0.354633331,2.337999105,0.022578632,0.098254822,101,,,,,,,,,,,,
0.0001,15649,,,,,,,,,,,,,,,,,
,15649,0.29059422,1.715752602,0.002940464,0.116078451,101,,,,,,,,,,,,
0.0001,15699,,,,,,,,,,,,,,,,,
,15699,0.39993751,2.877731085,0.007269203,0.104895175,101,,,,,,,,,,,,
,15707,,,,,101,0.417699277,2.970972776,0.010814385,0.109787568,,,,,,,,
,15707,,,,,101,,,,,0.45433864,3.258535862,0.011700545,0.116784446,,,,
0.0001,15749,,,,,,,,,,,,,,,,,
,15749,0.356939793,2.74537611,0.012477343,0.069924802,102,,,,,,,,,,,,
0.0001,15799,,,,,,,,,,,,,,,,,
,15799,0.390580297,2.78703022,0.004740389,0.107136868,102,,,,,,,,,,,,
0.0001,15849,,,,,,,,,,,,,,,,,
,15849,0.454546928,3.267227888,0.008610271,0.119213827,102,,,,,,,,,,,,
,15861,,,,,102,0.409500092,2.894885063,0.009428128,0.110583447,,,,,,,,
,15861,,,,,102,,,,,0.465696126,3.375734806,0.01288629,0.115236349,,,,
0.0001,15899,,,,,,,,,,,,,,,,,
,15899,0.499928713,3.924007177,0.010611214,0.096916817,103,,,,,,,,,,,,
0.0001,15949,,,,,,,,,,,,,,,,,
,15949,0.372935772,2.602153778,0.006038951,0.106681421,103,,,,,,,,,,,,
0.0001,15999,,,,,,,,,,,,,,,,,
,15999,0.364746422,2.213065624,0.007597133,0.135842681,103,,,,,,,,,,,,
,16015,,,,,103,0.417476594,2.922035217,0.014266347,0.111006796,,,,,,,,
,16015,,,,,103,,,,,0.454473376,3.283108473,0.01140712,0.114755161,,,,
0.0001,16049,,,,,,,,,,,,,,,,,
,16049,0.435801148,2.689673662,0.008301198,0.15853256,104,,,,,,,,,,,,
0.0001,16099,,,,,,,,,,,,,,,,,
,16099,0.339768022,2.203919172,0.008404215,0.110971853,104,,,,,,,,,,,,
0.0001,16149,,,,,,,,,,,,,,,,,
,16149,1.009564042,8.041563034,0.017639261,0.187768459,104,,,,,,,,,,,,
,16169,,,,,104,0.403961986,2.836680889,0.011903029,0.108390816,,,,,,,,
,16169,,,,,104,,,,,0.455984026,3.296092987,0.011694404,0.114680335,,,,
0.0001,16199,,,,,,,,,,,,,,,,,
,16199,0.327421218,2.220717907,0.004419644,0.100929804,105,,,,,,,,,,,,
0.0001,16249,,,,,,,,,,,,,,,,,
,16249,0.324663311,2.38666153,0.007052448,0.078944713,105,,,,,,,,,,,,
0.0001,16299,,,,,,,,,,,,,,,,,
,16299,0.533281922,3.980840683,0.006947746,0.128250122,105,,,,,,,,,,,,
,16323,,,,,105,0.411368936,2.948060036,0.009284463,0.107278615,,,,,,,,
,16323,,,,,105,,,,,0.458357275,3.322777987,0.011056732,0.115022771,,,,
0.0001,16349,,,,,,,,,,,,,,,,,
,16349,0.567591548,4.449947357,0.015963754,0.106633052,106,,,,,,,,,,,,
0.0001,16399,,,,,,,,,,,,,,,,,
,16399,0.698462903,5.158164501,0.014239252,0.168407217,106,,,,,,,,,,,,
0.0001,16449,,,,,,,,,,,,,,,,,
,16449,0.546938658,4.198356152,0.01283464,0.114268415,106,,,,,,,,,,,,
,16477,,,,,106,0.415314406,2.894737959,0.010693328,0.115147322,,,,,,,,
,16477,,,,,106,,,,,0.464364618,3.375072002,0.011989994,0.114867344,,,,
0.0001,16499,,,,,,,,,,,,,,,,,
,16499,0.466898561,3.506186485,0.00902002,0.107259914,107,,,,,,,,,,,,
0.0001,16549,,,,,,,,,,,,,,,,,
,16549,0.396927387,2.979418993,0.013668896,0.085316584,107,,,,,,,,,,,,
0.0001,16599,,,,,,,,,,,,,,,,,
,16599,0.437025547,2.906262159,0.006626938,0.1397724,107,,,,,,,,,,,,
,16631,,,,,107,0.382420331,2.635330915,0.008673225,0.110213988,,,,,,,,
,16631,,,,,107,,,,,0.460440308,3.349191904,0.012283116,0.113237828,,,,
0.0001,16649,,,,,,,,,,,,,,,,,
,16649,0.511925817,3.669919014,0.005389337,0.139544547,108,,,,,,,,,,,,
0.0001,16699,,,,,,,,,,,,,,,,,
,16699,0.290419757,2.082312822,0.009406617,0.072781861,108,,,,,,,,,,,,
0.0001,16749,,,,,,,,,,,,,,,,,
,16749,0.527530611,4.159356594,0.007865624,0.103729308,108,,,,,,,,,,,,
,16785,,,,,108,0.418342292,2.954947472,0.010616016,0.112231486,,,,,,,,
,16785,,,,,108,,,,,0.465117097,3.380242348,0.013664981,0.113427825,,,,
0.0001,16799,,,,,,,,,,,,,,,,,
,16799,0.457760543,3.335623503,0.009711489,0.114486709,109,,,,,,,,,,,,
0.0001,16849,,,,,,,,,,,,,,,,,
,16849,0.244174972,1.43508482,0.006160499,0.094506003,109,,,,,,,,,,,,
0.0001,16899,,,,,,,,,,,,,,,,,
,16899,1.150682211,10.11513042,0.017595885,0.121573336,109,,,,,,,,,,,,
,16939,,,,,109,0.409654468,2.887649536,0.011071686,0.109817803,,,,,,,,
,16939,,,,,109,,,,,0.456220955,3.321936369,0.012472822,0.111554638,,,,
0.0001,16949,,,,,,,,,,,,,,,,,
,16949,0.402407318,2.848153591,0.013220625,0.104371332,110,,,,,,,,,,,,
0.0001,16999,,,,,,,,,,,,,,,,,
,16999,0.972458482,7.835105896,0.006871974,0.182075843,110,,,,,,,,,,,,
0.0001,17049,,,,,,,,,,,,,,,,,
,17049,0.450083375,3.293714046,0.004338494,0.116373479,110,,,,,,,,,,,,
,17093,,,,,110,0.379258275,2.630164862,0.008220773,0.108020939,,,,,,,,
,17093,,,,,110,,,,,0.466236711,3.384651899,0.011072494,0.116699129,,,,
0.0001,17099,,,,,,,,,,,,,,,,,
,17099,0.402188241,2.472239494,0.006968676,0.147995591,111,,,,,,,,,,,,
0.0001,17149,,,,,,,,,,,,,,,,,
,17149,0.308587611,1.925456762,0.006791183,0.109250769,111,,,,,,,,,,,,
0.0001,17199,,,,,,,,,,,,,,,,,
,17199,0.442139089,3.189809799,0.008941729,0.114216387,111,,,,,,,,,,,,
,17247,,,,,111,0.409386098,2.849916458,0.013492746,0.11090181,,,,,,,,
,17247,,,,,111,,,,,0.462606341,3.348232508,0.011582827,0.116200253,,,,
0.0001,17249,,,,,,,,,,,,,,,,,
,17249,0.348288357,2.58996129,0.008884796,0.080407441,112,,,,,,,,,,,,
0.0001,17299,,,,,,,,,,,,,,,,,
,17299,0.468889028,3.624921799,0.012732914,0.093663901,112,,,,,,,,,,,,
0.0001,17349,,,,,,,,,,,,,,,,,
,17349,0.2900756,1.795950651,0.007581494,0.102899075,112,,,,,,,,,,,,
0.0001,17399,,,,,,,,,,,,,,,,,
,17399,0.490493238,3.664148331,0.010030136,0.11404828,112,,,,,,,,,,,,
,17401,,,,,112,0.420882791,2.97738719,0.010833406,0.112310685,,,,,,,,
,17401,,,,,112,,,,,0.452719003,3.222173452,0.01300925,0.117492318,,,,
0.0001,17449,,,,,,,,,,,,,,,,,
,17449,0.591360867,4.770961285,0.008484686,0.105780005,113,,,,,,,,,,,,
0.0001,17499,,,,,,,,,,,,,,,,,
,17499,0.569769502,4.496059418,0.01370227,0.106461272,113,,,,,,,,,,,,
0.0001,17549,,,,,,,,,,,,,,,,,
,17549,0.459548503,3.320171833,0.008912313,0.11861901,113,,,,,,,,,,,,
,17555,,,,,113,0.435168624,3.085468769,0.010713712,0.115908012,,,,,,,,
,17555,,,,,113,,,,,0.47610113,3.471813202,0.013408859,0.115511052,,,,
0.0001,17599,,,,,,,,,,,,,,,,,
,17599,0.411138594,2.544612885,0.009926829,0.146750465,114,,,,,,,,,,,,
0.0001,17649,,,,,,,,,,,,,,,,,
,17649,0.743899107,6.308742046,0.006910937,0.10611397,114,,,,,,,,,,,,
0.0001,17699,,,,,,,,,,,,,,,,,
,17699,0.400206596,2.876978397,0.011906192,0.100602567,114,,,,,,,,,,,,
,17709,,,,,114,0.405083448,2.813891649,0.01403658,0.109657697,,,,,,,,
,17709,,,,,114,,,,,0.455870807,3.249216557,0.011942016,0.119006999,,,,
0.0001,17749,,,,,,,,,,,,,,,,,
,17749,0.497347236,3.466902733,0.008799573,0.141857415,115,,,,,,,,,,,,
0.0001,17799,,,,,,,,,,,,,,,,,
,17799,0.63996923,4.940927505,0.005857372,0.140019119,115,,,,,,,,,,,,
0.0001,17849,,,,,,,,,,,,,,,,,
,17849,0.470123798,3.416383266,0.006092048,0.122393399,115,,,,,,,,,,,,
,17863,,,,,115,0.419383496,2.938672304,0.009817582,0.115698688,,,,,,,,
,17863,,,,,115,,,,,0.464721501,3.38811183,0.011485843,0.114424683,,,,
0.0001,17899,,,,,,,,,,,,,,,,,
,17899,0.421203792,2.727345705,0.006709914,0.141759306,116,,,,,,,,,,,,
0.0001,17949,,,,,,,,,,,,,,,,,
,17949,0.349355638,2.258400917,0.008119111,0.11539641,116,,,,,,,,,,,,
0.0001,17999,,,,,,,,,,,,,,,,,
,17999,0.49669072,3.860097885,0.005264745,0.105416194,116,,,,,,,,,,,,
,18017,,,,,116,0.411866128,2.898749113,0.011309213,0.110681944,,,,,,,,
,18017,,,,,116,,,,,0.456088573,3.306711435,0.010406174,0.115011141,,,,
0.0001,18049,,,,,,,,,,,,,,,,,
,18049,0.456434727,3.364927769,0.003987762,0.115954168,117,,,,,,,,,,,,
0.0001,18099,,,,,,,,,,,,,,,,,
,18099,0.363511533,2.264007807,0.004599681,0.132511064,117,,,,,,,,,,,,
0.0001,18149,,,,,,,,,,,,,,,,,
,18149,0.400345623,2.771605968,0.004369063,0.118815958,117,,,,,,,,,,,,
,18171,,,,,117,0.416585088,2.96578145,0.011655107,0.108351745,,,,,,,,
,18171,,,,,117,,,,,0.446915865,3.149775267,0.014127502,0.117810898,,,,
0.0001,18199,,,,,,,,,,,,,,,,,
,18199,0.382949889,2.950088978,0.003761261,0.084179714,118,,,,,,,,,,,,
0.0001,18249,,,,,,,,,,,,,,,,,
,18249,0.352857053,2.482770443,0.01351634,0.091063686,118,,,,,,,,,,,,
0.0001,18299,,,,,,,,,,,,,,,,,
,18299,0.525089622,3.653713703,0.005260312,0.154457882,118,,,,,,,,,,,,
,18325,,,,,118,0.392691731,2.725292683,0.010013103,0.110149346,,,,,,,,
,18325,,,,,118,,,,,0.451867431,3.232942104,0.012889075,0.115684181,,,,
0.0001,18349,,,,,,,,,,,,,,,,,
,18349,0.405058861,3.017869234,0.012547155,0.090724781,119,,,,,,,,,,,,
0.0001,18399,,,,,,,,,,,,,,,,,
,18399,0.414955199,2.205777168,0.019314256,0.175063252,119,,,,,,,,,,,,
0.0001,18449,,,,,,,,,,,,,,,,,
,18449,0.296613634,1.395403624,0.026162565,0.130910695,119,,,,,,,,,,,,
,18479,,,,,119,0.38501817,2.704204321,0.008587426,0.106010452,,,,,,,,
,18479,,,,,119,,,,,0.451620489,3.249654531,0.011010628,0.115644358,,,,
0.0001,18499,,,,,,,,,,,,,,,,,
,18499,0.496220171,2.993855476,0.060823616,0.136011019,120,,,,,,,,,,,,
0.0001,18549,,,,,,,,,,,,,,,,,
,18549,0.70768857,5.875607491,0.016111609,0.104016252,120,,,,,,,,,,,,
0.0001,18599,,,,,,,,,,,,,,,,,
,18599,0.427071214,2.359338284,0.012629681,0.178507686,120,,,,,,,,,,,,
,18633,,,,,120,0.408699363,2.854227781,0.012183537,0.111093134,,,,,,,,
,18633,,,,,120,,,,,0.446164817,3.161319733,0.011626843,0.118406087,,,,
0.0001,18649,,,,,,,,,,,,,,,,,
,18649,0.358444333,2.736635923,0.0096699,0.075110838,121,,,,,,,,,,,,
0.0001,18699,,,,,,,,,,,,,,,,,
,18699,0.34008801,2.240733862,0.007166062,0.108848564,121,,,,,,,,,,,,
0.0001,18749,,,,,,,,,,,,,,,,,
,18749,0.471024811,3.529910088,0.008513426,0.109520376,121,,,,,,,,,,,,
,18787,,,,,121,0.395971388,2.749435425,0.011499771,0.109528117,,,,,,,,
,18787,,,,,121,,,,,0.4432832,3.168683052,0.01148491,0.114930086,,,,
0.0001,18799,,,,,,,,,,,,,,,,,
,18799,0.438399106,3.263129711,0.004234546,0.107851565,122,,,,,,,,,,,,
0.0001,18849,,,,,,,,,,,,,,,,,
,18849,0.422632962,2.335899591,0.017717211,0.171325773,122,,,,,,,,,,,,
0.0001,18899,,,,,,,,,,,,,,,,,
,18899,0.372600168,2.897939444,0.004523195,0.078283027,122,,,,,,,,,,,,
,18941,,,,,122,0.413828224,2.851727247,0.011607761,0.117047779,,,,,,,,
,18941,,,,,122,,,,,0.466242671,3.357971668,0.012394309,0.118051209,,,,
0.0001,18949,,,,,,,,,,,,,,,,,
,18949,0.550304055,4.353279114,0.011064278,0.103911869,123,,,,,,,,,,,,
0.0001,18999,,,,,,,,,,,,,,,,,
,18999,0.44961217,2.545965672,0.006491587,0.188524008,123,,,,,,,,,,,,
0.0001,19049,,,,,,,,,,,,,,,,,
,19049,0.462589979,2.806742191,0.054985587,0.126930118,123,,,,,,,,,,,,
,19095,,,,,123,0.416326672,2.99247098,0.008841293,0.108238176,,,,,,,,
,19095,,,,,123,,,,,0.445914358,3.161324024,0.01332443,0.116457552,,,,
0.0001,19099,,,,,,,,,,,,,,,,,
,19099,0.4909693,2.882983923,0.00952594,0.193144962,124,,,,,,,,,,,,
0.0001,19149,,,,,,,,,,,,,,,,,
,19149,0.53097868,4.285066605,0.01377905,0.088693038,124,,,,,,,,,,,,
0.0001,19199,,,,,,,,,,,,,,,,,
,19199,0.58733803,4.626830101,0.004226204,0.120428845,124,,,,,,,,,,,,
0.0001,19249,,,,,,,,,,,,,,,,,
,19249,0.512428999,4.516579628,0.011259255,0.04951179,124,,,,,,,,,,,,
,19249,,,,,124,0.406446725,2.882116795,0.009755135,0.108479872,,,,,,,,
,19249,,,,,124,,,,,0.459580034,3.31193018,0.013567065,0.114819989,,,,
0.0001,19299,,,,,,,,,,,,,,,,,
,19299,0.372422189,2.496297359,0.028053915,0.094738558,125,,,,,,,,,,,,
0.0001,19349,,,,,,,,,,,,,,,,,
,19349,0.447457463,3.316271305,0.006439671,0.109390676,125,,,,,,,,,,,,
0.0001,19399,,,,,,,,,,,,,,,,,
,19399,0.526749909,4.27351284,0.018994864,0.08040376,125,,,,,,,,,,,,
,19403,,,,,125,0.423023045,2.966912746,0.01026437,0.116067313,,,,,,,,
,19403,,,,,125,,,,,0.444594592,3.190492868,0.012829654,0.11271555,,,,
0.0001,19449,,,,,,,,,,,,,,,,,
,19449,0.527825117,4.296936035,0.012192582,0.085938834,126,,,,,,,,,,,,
0.0001,19499,,,,,,,,,,,,,,,,,
,19499,0.550408363,4.41879034,0.004978716,0.103550628,126,,,,,,,,,,,,
0.0001,19549,,,,,,,,,,,,,,,,,
,19549,0.580434024,4.636565208,0.004956613,0.111820891,126,,,,,,,,,,,,
,19557,,,,,126,0.401943237,2.847548008,0.009538304,0.107650191,,,,,,,,
,19557,,,,,126,,,,,0.461501956,3.343161345,0.012086581,0.11509902,,,,
0.0001,19599,,,,,,,,,,,,,,,,,
,19599,0.48009181,3.171151638,0.007135998,0.155840635,127,,,,,,,,,,,,
0.0001,19649,,,,,,,,,,,,,,,,,
,19649,0.438138187,3.226684809,0.009272158,0.106197551,127,,,,,,,,,,,,
0.0001,19699,,,,,,,,,,,,,,,,,
,19699,0.59578234,4.380648613,0.02206165,0.135655805,127,,,,,,,,,,,,
,19711,,,,,127,0.403518081,2.878376007,0.010812049,0.104868449,,,,,,,,
,19711,,,,,127,,,,,0.445516437,3.173601866,0.012951869,0.115204386,,,,
0.0001,19749,,,,,,,,,,,,,,,,,
,19749,0.460307688,2.916755676,0.011226512,0.1574056,128,,,,,,,,,,,,
0.0001,19799,,,,,,,,,,,,,,,,,
,19799,0.640424609,4.721340179,0.053838011,0.114452608,128,,,,,,,,,,,,
0.0001,19849,,,,,,,,,,,,,,,,,
,19849,0.498738468,3.664910316,0.007085647,0.125161797,128,,,,,,,,,,,,
,19865,,,,,128,0.423265606,3.025520325,0.011514979,0.109198622,,,,,,,,
,19865,,,,,128,,,,,0.449560404,3.204907894,0.012355,0.116714656,,,,
0.0001,19899,,,,,,,,,,,,,,,,,
,19899,0.339366198,2.039572001,0.01127784,0.124131165,129,,,,,,,,,,,,
0.0001,19949,,,,,,,,,,,,,,,,,
,19949,0.271737099,1.395318985,0.004264573,0.127940625,129,,,,,,,,,,,,
0.0001,19999,,,,,,,,,,,,,,,,,
,19999,0.378103912,2.1388731,0.0042041,0.160012484,129,,,,,,,,,,,,
,20019,,,,,129,0.398494214,2.762982845,0.011352255,0.110843606,,,,,,,,
,20019,,,,,129,,,,,0.446928591,3.220017195,0.012440097,0.112486795,,,,
0.0001,20049,,,,,,,,,,,,,,,,,
,20049,0.519621134,3.480191708,0.005230541,0.16637142,130,,,,,,,,,,,,
0.0001,20099,,,,,,,,,,,,,,,,,
,20099,0.389122874,2.317137241,0.00319359,0.154215544,130,,,,,,,,,,,,
0.0001,20149,,,,,,,,,,,,,,,,,
,20149,0.452382177,3.421274662,0.008317078,0.101937637,130,,,,,,,,,,,,
,20173,,,,,130,0.408588678,2.854833603,0.009274266,0.113831021,,,,,,,,
,20173,,,,,130,,,,,0.463262826,3.348664522,0.012738845,0.115657426,,,,
0.0001,20199,,,,,,,,,,,,,,,,,
,20199,0.503742099,3.622924805,0.012404047,0.129045576,131,,,,,,,,,,,,
0.0001,20249,,,,,,,,,,,,,,,,,
,20249,0.3333323,2.533416271,0.010739872,0.0692508,131,,,,,,,,,,,,
0.0001,20299,,,,,,,,,,,,,,,,,
,20299,0.274075687,1.733601332,0.00315022,0.097565316,131,,,,,,,,,,,,
,20327,,,,,131,0.390633702,2.766758919,0.009793331,0.104164384,,,,,,,,
,20327,,,,,131,,,,,0.464938492,3.366961718,0.013015909,0.115226313,,,,
0.0001,20349,,,,,,,,,,,,,,,,,
,20349,0.655537367,4.982287407,0.009155804,0.148152828,132,,,,,,,,,,,,
0.0001,20399,,,,,,,,,,,,,,,,,
,20399,0.439009398,3.116893291,0.009257866,0.118062228,132,,,,,,,,,,,,
0.0001,20449,,,,,,,,,,,,,,,,,
,20449,0.315349489,2.031006813,0.012608713,0.099640101,132,,,,,,,,,,,,
,20481,,,,,132,0.403731465,2.891100168,0.008997953,0.105623513,,,,,,,,
,20481,,,,,132,,,,,0.453460574,3.266706467,0.012502079,0.114287913,,,,
0.0001,20499,,,,,,,,,,,,,,,,,
,20499,0.442230761,3.725207329,0.006990989,0.06271901,133,,,,,,,,,,,,
0.0001,20549,,,,,,,,,,,,,,,,,
,20549,0.322028309,1.705269456,0.004514189,0.146987185,133,,,,,,,,,,,,
0.0001,20599,,,,,,,,,,,,,,,,,
,20599,0.53849411,4.322668552,0.011312054,0.094915248,133,,,,,,,,,,,,
,20635,,,,,133,0.414712399,2.91148448,0.008848221,0.114715733,,,,,,,,
,20635,,,,,133,,,,,0.457841128,3.279138565,0.013984097,0.115943313,,,,
0.0001,20649,,,,,,,,,,,,,,,,,
